FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
10 - PAULO BOLSAS E CLEUDA,28 - JP - DSIGNER EM GESSO,  53 - ATACADÃO DOS TECIDOS,71 - NOVA MORADA, 86 - CASA DE CARNES RESENDE
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,     35 - MUSICAL OTONE,42 - VET DOG CLÍNICA VETERINÁRIA," 75 - VALNIR, EDNA & FAMÍLIA", 96 - ALB - ENERGIA SOLAR
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,5
A,M,I,G,O
13 - WILLIAM DA CEMIG,28 - JP - DSIGNER EM GESSO,  53 - ATACADÃO DOS TECIDOS, 67 - CONFERÊNCIA SANTA LUÍZA DE MARILLAC, 93 - MARMORARIA VITTURI 
17 - HOME CARE ROSALUZ,34 - MEGA TEJOTÃO,41 - ELÉTRO VIGILÂNCIA, 68 - PÉ MENOR CALÇADOS & MÓVEIS PARAISO, 97 - BRISATEC REFRIGERAÇÃO
12 - MINISTÉRIO DOS COROINHAS e MINISTROS DA EUCARISTIA,40 - Funcionalmente - CENTRO DE TREINAMENTO, 60 - SAPATARIA GAROTTI          , 69 - CONFERÊNCIA SÃO JOÃO PAULO II,95 - FAMÍLIA ALCEU LÁZARO
8 - DOCES VALE DA BENÇÃO,27 - PEDRO MILTOM BATAGLINI,42 - VET DOG CLÍNICA VETERINÁRIA, 73 - ÓTICA CRISTAL & ÓTICA MARIANA             , 98 - SUPERMERCADO NIQUELÂNDIA
19 - CHÁCARA SANTA BÁRBARA,37 - Grupo Esperança /Grupo Em Cristo Somos Família(ECC)   ,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA, 66 - BÁRBARA MENDES DOCERIA, 100 - SICOOB ARACOOP
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,6
A,M,I,G,O
14 - PASTORAL MÃOS Á OBRA,39 - DROGARIA NOSSA SENHORA DA ABADIA,47 - CHICÃO Representações,77 - ARAGUARI MOTO PEÇAS, 91 - IN COMPANNY CONTABILIDADE
13 - WILLIAM DA CEMIG,     35 - MUSICAL OTONE,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA, 63 - PAPA TUDO SUPERMERCADO, 96 - ALB - ENERGIA SOLAR
12 - MINISTÉRIO DOS COROINHAS e MINISTROS DA EUCARISTIA,28 - JP - DSIGNER EM GESSO,48 - FERT GOTAS, 62 - RETIFICADORA ARAGUARINA, 86 - CASA DE CARNES RESENDE
15 - FAMÍLIA FLUMIAN ARCAS PLAZZA,27 - PEDRO MILTOM BATAGLINI,51 - CASA DAS EMBALAGENS, 78 - AUTO PEÇAS E ELÉTRICA MARINGA, 93 - MARMORARIA VITTURI 
4- NUTRI_MAIS RAÇÕES,37 - Grupo Esperança /Grupo Em Cristo Somos Família(ECC)   ,52 - SEPEL AUTO ELÉTRICA, 70 - HUGO SANCHES, 83 - ARROZ VASCONCELLOS
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,7
A,M,I,G,O
5- ANA CARRIJO STORS,     35 - MUSICAL OTONE,  56 - FÁTIMA BORDADOS , 80 - GL CELULARES, 98 - SUPERMERCADO NIQUELÂNDIA
4- NUTRI_MAIS RAÇÕES,39 - DROGARIA NOSSA SENHORA DA ABADIA, 60 - SAPATARIA GAROTTI          , 78 - AUTO PEÇAS E ELÉTRICA MARINGA, 82 - JAIME BATAGLINI E FAMÍLIA
12 - MINISTÉRIO DOS COROINHAS e MINISTROS DA EUCARISTIA,32 - RESTAURANTE TOMATE SECO,43 - ARACOR CORRETORA DE SEGUROS, 69 - CONFERÊNCIA SÃO JOÃO PAULO II, 85 - SEU BPO SOLUÇÕES DE NEGÓCIOS
15 - FAMÍLIA FLUMIAN ARCAS PLAZZA,29 - ROBERTO PETERNELLA E FAMÍLIA,  53 - ATACADÃO DOS TECIDOS, 67 - CONFERÊNCIA SANTA LUÍZA DE MARILLAC,89 - ESCOLINHA DE FUTEBOL BATE BOLA
10 - PAULO BOLSAS E CLEUDA,34 - MEGA TEJOTÃO,48 - FERT GOTAS,71 - NOVA MORADA, 91 - IN COMPANNY CONTABILIDADE
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,8
A,M,I,G,O
14 - PASTORAL MÃOS Á OBRA,     35 - MUSICAL OTONE,51 - CASA DAS EMBALAGENS, 79 - PAULO APÓSTOLO & FAMÍLIA,95 - FAMÍLIA ALCEU LÁZARO
5- ANA CARRIJO STORS,25 - AMAURI BATAGLINI E FAMÍLIA,  56 - FÁTIMA BORDADOS ,71 - NOVA MORADA, 93 - MARMORARIA VITTURI 
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,21 - PAPELARIA RESENDE,48 - FERT GOTAS, 69 - CONFERÊNCIA SÃO JOÃO PAULO II, 100 - SICOOB ARACOOP
12 - MINISTÉRIO DOS COROINHAS e MINISTROS DA EUCARISTIA,      23 - MARIAH CASCÃO               - Odontopediatra -, 58 - SINCOPEL GRÁFICA, 70 - HUGO SANCHES, 83 - ARROZ VASCONCELLOS
17 - HOME CARE ROSALUZ,34 - MEGA TEJOTÃO,  53 - ATACADÃO DOS TECIDOS, 73 - ÓTICA CRISTAL & ÓTICA MARIANA             ,89 - ESCOLINHA DE FUTEBOL BATE BOLA
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,9
A,M,I,G,O
17 - HOME CARE ROSALUZ,21 - PAPELARIA RESENDE,47 - CHICÃO Representações, 67 - CONFERÊNCIA SANTA LUÍZA DE MARILLAC, 100 - SICOOB ARACOOP
18 - AUTO ELÉTRICA ELITE,25 - AMAURI BATAGLINI E FAMÍLIA, 58 - SINCOPEL GRÁFICA,71 - NOVA MORADA, 93 - MARMORARIA VITTURI 
19 - CHÁCARA SANTA BÁRBARA,27 - PEDRO MILTOM BATAGLINI,51 - CASA DAS EMBALAGENS, 78 - AUTO PEÇAS E ELÉTRICA MARINGA, 96 - ALB - ENERGIA SOLAR
7 - RESTAURANTE DO RUBÃO,37 - Grupo Esperança /Grupo Em Cristo Somos Família(ECC)   ,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA,77 - ARAGUARI MOTO PEÇAS,89 - ESCOLINHA DE FUTEBOL BATE BOLA
10 - PAULO BOLSAS E CLEUDA,34 - MEGA TEJOTÃO,  53 - ATACADÃO DOS TECIDOS, 69 - CONFERÊNCIA SÃO JOÃO PAULO II, 91 - IN COMPANNY CONTABILIDADE
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,10
A,M,I,G,O
17 - HOME CARE ROSALUZ,38 - PROINVEST CORRETORA DE SEGUROS,  56 - FÁTIMA BORDADOS ,71 - NOVA MORADA,89 - ESCOLINHA DE FUTEBOL BATE BOLA
18 - AUTO ELÉTRICA ELITE,     35 - MUSICAL OTONE, 59 - FRANGO BROTÃO," 75 - VALNIR, EDNA & FAMÍLIA", 97 - BRISATEC REFRIGERAÇÃO
8 - DOCES VALE DA BENÇÃO,27 - PEDRO MILTOM BATAGLINI,47 - CHICÃO Representações,77 - ARAGUARI MOTO PEÇAS, 85 - SEU BPO SOLUÇÕES DE NEGÓCIOS
5- ANA CARRIJO STORS,25 - AMAURI BATAGLINI E FAMÍLIA,48 - FERT GOTAS, 62 - RETIFICADORA ARAGUARINA, 82 - JAIME BATAGLINI E FAMÍLIA
15 - FAMÍLIA FLUMIAN ARCAS PLAZZA,"36 - VALDIR, LEDA E FAMÍLIA", 60 - SAPATARIA GAROTTI          , 70 - HUGO SANCHES, 96 - ALB - ENERGIA SOLAR
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,11
A,M,I,G,O
19 - CHÁCARA SANTA BÁRBARA,34 - MEGA TEJOTÃO,43 - ARACOR CORRETORA DE SEGUROS, 67 - CONFERÊNCIA SANTA LUÍZA DE MARILLAC, 87 - GILDO MANTUAN E FAMÍLIA
8 - DOCES VALE DA BENÇÃO,25 - AMAURI BATAGLINI E FAMÍLIA,  53 - ATACADÃO DOS TECIDOS, 69 - CONFERÊNCIA SÃO JOÃO PAULO II, 86 - CASA DE CARNES RESENDE
15 - FAMÍLIA FLUMIAN ARCAS PLAZZA,29 - ROBERTO PETERNELLA E FAMÍLIA,41 - ELÉTRO VIGILÂNCIA, 66 - BÁRBARA MENDES DOCERIA, 97 - BRISATEC REFRIGERAÇÃO
16 - CARMEM COELHO E FAMÍLIA,32 - RESTAURANTE TOMATE SECO, 60 - SAPATARIA GAROTTI          , 80 - GL CELULARES, 85 - SEU BPO SOLUÇÕES DE NEGÓCIOS
18 - AUTO ELÉTRICA ELITE,22 - RONALDO PETERNELLA E FAMÍLIA,48 - FERT GOTAS, 63 - PAPA TUDO SUPERMERCADO, 91 - IN COMPANNY CONTABILIDADE
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,12
A,M,I,G,O
7 - RESTAURANTE DO RUBÃO,      23 - MARIAH CASCÃO               - Odontopediatra -,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA, 79 - PAULO APÓSTOLO & FAMÍLIA, 100 - SICOOB ARACOOP
13 - WILLIAM DA CEMIG,25 - AMAURI BATAGLINI E FAMÍLIA,47 - CHICÃO Representações, 63 - PAPA TUDO SUPERMERCADO,89 - ESCOLINHA DE FUTEBOL BATE BOLA
20 - VAL OLIVEIRA,31 - ELÉTRICA JOMANA, 60 - SAPATARIA GAROTTI          , 80 - GL CELULARES, 87 - GILDO MANTUAN E FAMÍLIA
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,22 - RONALDO PETERNELLA E FAMÍLIA,43 - ARACOR CORRETORA DE SEGUROS, 62 - RETIFICADORA ARAGUARINA, 82 - JAIME BATAGLINI E FAMÍLIA
15 - FAMÍLIA FLUMIAN ARCAS PLAZZA,28 - JP - DSIGNER EM GESSO,41 - ELÉTRO VIGILÂNCIA, 66 - BÁRBARA MENDES DOCERIA, 93 - MARMORARIA VITTURI 
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,13
A,M,I,G,O
18 - AUTO ELÉTRICA ELITE,25 - AMAURI BATAGLINI E FAMÍLIA,  55 - TERÇO DOS HOMENS N. SRA. ABADIA, 62 - RETIFICADORA ARAGUARINA, 82 - JAIME BATAGLINI E FAMÍLIA
19 - CHÁCARA SANTA BÁRBARA,22 - RONALDO PETERNELLA E FAMÍLIA,  53 - ATACADÃO DOS TECIDOS, 65 - BIG FESTAS ( 34988767618 ), 87 - GILDO MANTUAN E FAMÍLIA
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,     35 - MUSICAL OTONE,41 - ELÉTRO VIGILÂNCIA, 80 - GL CELULARES, 86 - CASA DE CARNES RESENDE
5- ANA CARRIJO STORS,32 - RESTAURANTE TOMATE SECO,47 - CHICÃO Representações, 73 - ÓTICA CRISTAL & ÓTICA MARIANA             , 98 - SUPERMERCADO NIQUELÂNDIA
16 - CARMEM COELHO E FAMÍLIA,27 - PEDRO MILTOM BATAGLINI,  56 - FÁTIMA BORDADOS , 79 - PAULO APÓSTOLO & FAMÍLIA, 100 - SICOOB ARACOOP
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,14
A,M,I,G,O
10 - PAULO BOLSAS E CLEUDA,27 - PEDRO MILTOM BATAGLINI, 58 - SINCOPEL GRÁFICA, 65 - BIG FESTAS ( 34988767618 ), 96 - ALB - ENERGIA SOLAR
8 - DOCES VALE DA BENÇÃO,29 - ROBERTO PETERNELLA E FAMÍLIA,  55 - TERÇO DOS HOMENS N. SRA. ABADIA, 69 - CONFERÊNCIA SÃO JOÃO PAULO II, 84 - CALÇADOS VIMA
14 - PASTORAL MÃOS Á OBRA,31 - ELÉTRICA JOMANA,50 - FINAGRO, 67 - CONFERÊNCIA SANTA LUÍZA DE MARILLAC, 100 - SICOOB ARACOOP
4- NUTRI_MAIS RAÇÕES,28 - JP - DSIGNER EM GESSO,52 - SEPEL AUTO ELÉTRICA, 63 - PAPA TUDO SUPERMERCADO, 82 - JAIME BATAGLINI E FAMÍLIA
17 - HOME CARE ROSALUZ,22 - RONALDO PETERNELLA E FAMÍLIA,44 - TOUTTI PERFUMES," 75 - VALNIR, EDNA & FAMÍLIA", 87 - GILDO MANTUAN E FAMÍLIA
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,15
A,M,I,G,O
8 - DOCES VALE DA BENÇÃO,31 - ELÉTRICA JOMANA,48 - FERT GOTAS, 69 - CONFERÊNCIA SÃO JOÃO PAULO II, 98 - SUPERMERCADO NIQUELÂNDIA
12 - MINISTÉRIO DOS COROINHAS e MINISTROS DA EUCARISTIA,37 - Grupo Esperança /Grupo Em Cristo Somos Família(ECC)   ,  55 - TERÇO DOS HOMENS N. SRA. ABADIA, 80 - GL CELULARES,89 - ESCOLINHA DE FUTEBOL BATE BOLA
14 - PASTORAL MÃOS Á OBRA,21 - PAPELARIA RESENDE, 59 - FRANGO BROTÃO, 63 - PAPA TUDO SUPERMERCADO, 83 - ARROZ VASCONCELLOS
18 - AUTO ELÉTRICA ELITE,"36 - VALDIR, LEDA E FAMÍLIA",43 - ARACOR CORRETORA DE SEGUROS, 70 - HUGO SANCHES, 82 - JAIME BATAGLINI E FAMÍLIA
7 - RESTAURANTE DO RUBÃO,32 - RESTAURANTE TOMATE SECO,41 - ELÉTRO VIGILÂNCIA, 73 - ÓTICA CRISTAL & ÓTICA MARIANA             , 96 - ALB - ENERGIA SOLAR
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,16
A,M,I,G,O
8 - DOCES VALE DA BENÇÃO,28 - JP - DSIGNER EM GESSO,48 - FERT GOTAS, 63 - PAPA TUDO SUPERMERCADO, 98 - SUPERMERCADO NIQUELÂNDIA
15 - FAMÍLIA FLUMIAN ARCAS PLAZZA,39 - DROGARIA NOSSA SENHORA DA ABADIA, 58 - SINCOPEL GRÁFICA, 67 - CONFERÊNCIA SANTA LUÍZA DE MARILLAC, 93 - MARMORARIA VITTURI 
7 - RESTAURANTE DO RUBÃO,"36 - VALDIR, LEDA E FAMÍLIA",47 - CHICÃO Representações, 66 - BÁRBARA MENDES DOCERIA, 86 - CASA DE CARNES RESENDE
12 - MINISTÉRIO DOS COROINHAS e MINISTROS DA EUCARISTIA,40 - Funcionalmente - CENTRO DE TREINAMENTO,43 - ARACOR CORRETORA DE SEGUROS, 70 - HUGO SANCHES, 82 - JAIME BATAGLINI E FAMÍLIA
14 - PASTORAL MÃOS Á OBRA,     35 - MUSICAL OTONE, 59 - FRANGO BROTÃO, 62 - RETIFICADORA ARAGUARINA, 87 - GILDO MANTUAN E FAMÍLIA
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,17
A,M,I,G,O
5- ANA CARRIJO STORS,27 - PEDRO MILTOM BATAGLINI,44 - TOUTTI PERFUMES,71 - NOVA MORADA, 87 - GILDO MANTUAN E FAMÍLIA
18 - AUTO ELÉTRICA ELITE,34 - MEGA TEJOTÃO,48 - FERT GOTAS, 66 - BÁRBARA MENDES DOCERIA, 97 - BRISATEC REFRIGERAÇÃO
16 - CARMEM COELHO E FAMÍLIA,28 - JP - DSIGNER EM GESSO,41 - ELÉTRO VIGILÂNCIA, 74 - FERRO VELHO DO DJALMA & MÓVEIS USADOS, 82 - JAIME BATAGLINI E FAMÍLIA
15 - FAMÍLIA FLUMIAN ARCAS PLAZZA,"36 - VALDIR, LEDA E FAMÍLIA",47 - CHICÃO Representações, 78 - AUTO PEÇAS E ELÉTRICA MARINGA, 98 - SUPERMERCADO NIQUELÂNDIA
13 - WILLIAM DA CEMIG,29 - ROBERTO PETERNELLA E FAMÍLIA,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA," 75 - VALNIR, EDNA & FAMÍLIA", 86 - CASA DE CARNES RESENDE
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,18
A,M,I,G,O
19 - CHÁCARA SANTA BÁRBARA,25 - AMAURI BATAGLINI E FAMÍLIA,48 - FERT GOTAS, 62 - RETIFICADORA ARAGUARINA, 87 - GILDO MANTUAN E FAMÍLIA
15 - FAMÍLIA FLUMIAN ARCAS PLAZZA,40 - Funcionalmente - CENTRO DE TREINAMENTO,  55 - TERÇO DOS HOMENS N. SRA. ABADIA, 65 - BIG FESTAS ( 34988767618 ),89 - ESCOLINHA DE FUTEBOL BATE BOLA
17 - HOME CARE ROSALUZ,"36 - VALDIR, LEDA E FAMÍLIA",44 - TOUTTI PERFUMES, 63 - PAPA TUDO SUPERMERCADO, 93 - MARMORARIA VITTURI 
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,27 - PEDRO MILTOM BATAGLINI,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA, 69 - CONFERÊNCIA SÃO JOÃO PAULO II, 84 - CALÇADOS VIMA
5- ANA CARRIJO STORS,22 - RONALDO PETERNELLA E FAMÍLIA,52 - SEPEL AUTO ELÉTRICA,71 - NOVA MORADA, 83 - ARROZ VASCONCELLOS
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,19
A,M,I,G,O
19 - CHÁCARA SANTA BÁRBARA,25 - AMAURI BATAGLINI E FAMÍLIA,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA,71 - NOVA MORADA, 91 - IN COMPANNY CONTABILIDADE
16 - CARMEM COELHO E FAMÍLIA,22 - RONALDO PETERNELLA E FAMÍLIA,47 - CHICÃO Representações, 65 - BIG FESTAS ( 34988767618 ), 84 - CALÇADOS VIMA
4- NUTRI_MAIS RAÇÕES,39 - DROGARIA NOSSA SENHORA DA ABADIA,41 - ELÉTRO VIGILÂNCIA, 69 - CONFERÊNCIA SÃO JOÃO PAULO II, 96 - ALB - ENERGIA SOLAR
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,40 - Funcionalmente - CENTRO DE TREINAMENTO,50 - FINAGRO, 79 - PAULO APÓSTOLO & FAMÍLIA, 100 - SICOOB ARACOOP
7 - RESTAURANTE DO RUBÃO,34 - MEGA TEJOTÃO, 58 - SINCOPEL GRÁFICA, 63 - PAPA TUDO SUPERMERCADO, 93 - MARMORARIA VITTURI 
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,20
A,M,I,G,O
4- NUTRI_MAIS RAÇÕES,     35 - MUSICAL OTONE,41 - ELÉTRO VIGILÂNCIA, 73 - ÓTICA CRISTAL & ÓTICA MARIANA             ,95 - FAMÍLIA ALCEU LÁZARO
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,39 - DROGARIA NOSSA SENHORA DA ABADIA,47 - CHICÃO Representações, 79 - PAULO APÓSTOLO & FAMÍLIA, 93 - MARMORARIA VITTURI 
17 - HOME CARE ROSALUZ,34 - MEGA TEJOTÃO,42 - VET DOG CLÍNICA VETERINÁRIA, 62 - RETIFICADORA ARAGUARINA, 100 - SICOOB ARACOOP
18 - AUTO ELÉTRICA ELITE,40 - Funcionalmente - CENTRO DE TREINAMENTO, 60 - SAPATARIA GAROTTI          , 78 - AUTO PEÇAS E ELÉTRICA MARINGA, 83 - ARROZ VASCONCELLOS
12 - MINISTÉRIO DOS COROINHAS e MINISTROS DA EUCARISTIA,25 - AMAURI BATAGLINI E FAMÍLIA,44 - TOUTTI PERFUMES, 63 - PAPA TUDO SUPERMERCADO,89 - ESCOLINHA DE FUTEBOL BATE BOLA
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,21
A,M,I,G,O
18 - AUTO ELÉTRICA ELITE,40 - Funcionalmente - CENTRO DE TREINAMENTO,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA,77 - ARAGUARI MOTO PEÇAS,89 - ESCOLINHA DE FUTEBOL BATE BOLA
14 - PASTORAL MÃOS Á OBRA,30 - TRANSPORTES LEMES,50 - FINAGRO, 65 - BIG FESTAS ( 34988767618 ), 86 - CASA DE CARNES RESENDE
4- NUTRI_MAIS RAÇÕES,31 - ELÉTRICA JOMANA, 60 - SAPATARIA GAROTTI          , 79 - PAULO APÓSTOLO & FAMÍLIA, 91 - IN COMPANNY CONTABILIDADE
2 - FERNANDO - GABRIELLA - JOÃO PEDRO,     35 - MUSICAL OTONE,  53 - ATACADÃO DOS TECIDOS,71 - NOVA MORADA, 83 - ARROZ VASCONCELLOS
17 - HOME CARE ROSALUZ,25 - AMAURI BATAGLINI E FAMÍLIA,41 - ELÉTRO VIGILÂNCIA," 75 - VALNIR, EDNA & FAMÍLIA", 97 - BRISATEC REFRIGERAÇÃO
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,22
A,M,I,G,O
15 - FAMÍLIA FLUMIAN ARCAS PLAZZA,38 - PROINVEST CORRETORA DE SEGUROS,48 - FERT GOTAS," 75 - VALNIR, EDNA & FAMÍLIA",95 - FAMÍLIA ALCEU LÁZARO
5- ANA CARRIJO STORS,30 - TRANSPORTES LEMES,  56 - FÁTIMA BORDADOS , 62 - RETIFICADORA ARAGUARINA, 87 - GILDO MANTUAN E FAMÍLIA
4- NUTRI_MAIS RAÇÕES,"36 - VALDIR, LEDA E FAMÍLIA",50 - FINAGRO, 70 - HUGO SANCHES, 83 - ARROZ VASCONCELLOS
14 - PASTORAL MÃOS Á OBRA,27 - PEDRO MILTOM BATAGLINI,52 - SEPEL AUTO ELÉTRICA,71 - NOVA MORADA,89 - ESCOLINHA DE FUTEBOL BATE BOLA
8 - DOCES VALE DA BENÇÃO,      23 - MARIAH CASCÃO               - Odontopediatra -, 59 - FRANGO BROTÃO, 69 - CONFERÊNCIA SÃO JOÃO PAULO II, 100 - SICOOB ARACOOP
0,0,0,0,0
FESTA EM LOUVOR A SÃO JOSÉ OPERÁRIO  - 2026,,,,
0,0,0,Nº,23
A,M,I,G,O
16 - CARMEM COELHO E FAMÍLIA,     35 - MUSICAL OTONE,52 - SEPEL AUTO ELÉTRICA," 75 - VALNIR, EDNA & FAMÍLIA", 97 - BRISATEC REFRIGERAÇÃO
10 - PAULO BOLSAS E CLEUDA,30 - TRANSPORTES LEMES,  55 - TERÇO DOS HOMENS N. SRA. ABADIA, 69 - CONFERÊNCIA SÃO JOÃO PAULO II,89 - ESCOLINHA DE FUTEBOL BATE BOLA
17 - HOME CARE ROSALUZ,40 - Funcionalmente - CENTRO DE TREINAMENTO,49 - DRA. PRISCILLA CAFRUNE E FAMÍLIA, 63 - PAPA TUDO SUPERMERCADO, 83 - ARROZ VASCONCELLOS
